제품코드,수량,송장 번호
E104,5,c317122110003
A104,4,c317122110003
A107,2,c317122910001
D105,5,c317122910001
A109,2,c317122910001
C107,3,c317122910001
A110,3,c317123010001
E102,1,c317123010001
E104,3,c317123010001
A105,1,c317123010001
C101,7,c318010310003
D106,2,c318010310003
C108,1,c318010310003
B105,4,c318010310003
B107,3,c318010410003
E102,2,c318010410003
A106,4,c318010410003
A103,3,c318010410003
D105,6,c318010910003
E105,7,c318010910003
E102,5,c318010910003
C104,3,c318010910003
A107,6,c318011010003
D105,3,c318011010003
E105,2,c318011010003
A104,2,c318011010003
B103,3,c318012610002
C102,3,c318012610002
E105,1,c318012610002
A104,3,c318012610002
A109,1,c318012710002
A101,7,c318012710002
D103,2,c318012710002
D101,5,c318012710002
B107,2,c318012810002
E102,1,c318012810002
E101,4,c318012810002
A103,4,c318012810002
C102,2,c318030110002
A105,1,c318030110002
A106,2,c318030110002
C106,2,c318030110002
C107,3,c318030310003
E103,4,c318030310003
C105,2,c318030310003
C108,2,c318030310003
D109,1,c318030510002
D107,2,c318030510002
A107,3,c318030510002
A103,1,c318030510002
C102,4,c318030610002
E104,2,c318030610002
C107,4,c318030610002
B103,6,c318030610002
B104,3,c318030910003
A104,5,c318030910003
A107,2,c318030910003
A105,5,c318030910003
E103,7,c318031010003
D103,5,c318031010003
D108,4,c318031010003
D104,2,c318031010003
B107,3,c318031310001
D108,4,c318031310001
E103,5,c318031310001
A110,2,c318031310001
E101,7,c318032010001
C103,5,c318032010001
E104,4,c318032010001
D103,3,c318032010001
C101,7,c318032110001
B105,4,c318032110001
C104,5,c318032110001
D102,3,c318032110001
C107,2,c318032710002
D107,5,c318032710002
E104,5,c318032710002
A104,2,c318032710002
A107,8,c318032810001
D105,2,c318032810001
A109,3,c318032810001
C107,4,c318032810001
A110,3,c318032910001
E102,3,c318032910001
E104,7,c318032910001
A105,3,c318032910001
C101,2,c318033010002
D106,1,c318033010002
C108,1,c318033010002
B105,3,c318033010002
B107,3,c318041010002
E102,2,c318041010002
A106,4,c318041010002
A103,4,c318041010002
D105,4,c318041710002
E105,3,c318041710002
E102,2,c318041710002
C104,4,c318041710002
A107,5,c318041810002
D105,7,c318041810002
E105,6,c318041810002
A104,3,c318041810002
B103,2,c318042510002
C102,3,c318042510002
E105,7,c318042510002
A104,1,c318042510002
A109,3,c318042610002
A101,2,c318042610002
D103,2,c318042610002
D101,4,c318042610002
B107,7,c318042910002
E102,5,c318042910002
E101,4,c318042910002
A103,3,c318042910002
C102,9,c318053110003
A105,2,c318053110003
A106,3,c318053110003
C106,1,c318053110003
C107,4,c318060110001
E103,2,c318060110001
C105,1,c318060110001
C108,3,c318060110001
D109,3,c318060710001
D107,5,c318060710001
A107,4,c318060710001
A103,1,c318060710001
C102,2,c318060810001
E104,1,c318060810001
C107,3,c318060810001
B103,5,c318060810001
B104,4,c318061110001
A104,2,c318061110001
A107,3,c318061110001
A105,6,c318061110001
E103,4,c318061610001
D103,2,c318061610001
D108,3,c318061610001
D104,3,c318061610001
A105,4,c318061710001
A102,3,c318061710001
A103,5,c318061710001
B106,4,c318061710001
C104,2,c318061810001
B101,5,c318061810001
A105,2,c318061810001
C102,3,c318061810001
B105,3,c318061910001
A108,1,c318061910001
A110,2,c318061910001
D108,4,c318061910001
A108,2,c318062310003
E102,1,c318062310003
B105,3,c318062310003
A105,3,c318062310003
E102,5,c318062410003
B104,4,c318062410003
A110,1,c318062410003
C103,2,c318062410003
B107,1,c318062910003
D108,3,c318062910003
E103,5,c318062910003
A110,4,c318062910003
E101,2,c318063010003
C103,3,c318063010003
E104,6,c318063010003
D103,4,c318063010003
C101,2,c318070410001
B105,3,c318070410001
C104,3,c318070410001
D102,4,c318070410001
C107,3,c318070510001
D107,5,c318070510001
E104,4,c318070510001
A104,2,c318070510001
A107,5,c318070910002
D105,2,c318070910002
A109,3,c318070910002
C107,3,c318070910002
A110,1,c318071010001
E102,3,c318071010001
E104,1,c318071010001
A105,7,c318071010001
C101,2,c318071010002
D106,1,c318071010002
C108,4,c318071010002
B105,3,c318071010002
B107,2,c318071110001
E102,4,c318071110001
A106,3,c318071110001
A103,6,c318071110001
D105,7,c318071110002
E105,5,c318071110002
E102,3,c318071110002
C104,6,c318071110002
A107,3,c318071210001
D105,2,c318071210001
E105,2,c318071210001
A104,3,c318071210001
B103,3,c318071210002
C102,1,c318071210002
E105,3,c318071210002
A104,1,c318071210002
A109,7,c318071910002
A101,2,c318071910002
D103,1,c318071910002
D101,4,c318071910002
B107,3,c318072010002
E102,2,c318072010002
E101,4,c318072010002
A103,3,c318072010002
C102,6,c318080110002
A105,7,c318080110002
A106,2,c318080110002
C106,3,c318080110002
C107,3,c318080210002
E103,1,c318080210002
C105,3,c318080210002
C108,1,c318080210002
D109,7,c318080810002
D107,2,c318080810002
A107,1,c318080810002
A103,4,c318080810002
C102,3,c318080910002
E104,2,c318080910002
C107,4,c318080910002
B103,3,c318080910002
B104,6,c318082010001
A104,7,c318082010001
A107,5,c318082010001
A105,2,c318082010001
E103,1,c318082110001
D103,4,c318082110001
D108,4,c318082110001
D104,2,c318082110001
B107,1,c318082510001
D108,2,c318082510001
E103,2,c318082510001
A110,3,c318082510001
E101,4,c318082610001
C103,2,c318082610001
E104,2,c318082610001
D103,1,c318082610001
C101,2,c318083110001
B105,3,c318083110001
C104,1,c318083110001
D102,4,c318083110001
C107,2,c318090810003
D107,4,c318090810003
E104,6,c318090810003
A104,3,c318090810003
A107,5,c318090910003
D105,2,c318090910003
A109,5,c318090910003
C107,7,c318090910003
A110,5,c318091510003
E102,4,c318091510003
E104,2,c318091510003
A105,3,c318091510003
C101,4,c318091610003
D106,5,c318091610003
C108,2,c318091610003
B105,7,c318091610003
B107,5,c318092110003
E102,4,c318092110003
A106,3,c318092110003
A103,7,c318092110003
D105,4,c318092210003
E105,5,c318092210003
E102,3,c318092210003
C104,2,c318092210003
A107,5,c318092810003
D105,5,c318092810003
E105,2,c318092810003
A104,8,c318092810003
B103,2,c318092910003
C102,3,c318092910003
E105,4,c318092910003
A104,3,c318092910003
A109,3,c318100210001
A101,7,c318100210001
D103,3,c318100210001
D101,2,c318100210001
B107,1,c318100610003
E102,1,c318100610003
E101,3,c318100610003
A103,3,c318100610003
C102,2,c318100710003
A105,4,c318100710003
A106,4,c318100710003
C106,4,c318100710003
C107,3,c318100810003
E103,2,c318100810003
C105,4,c318100810003
C108,5,c318100810003
D109,7,c318101410003
D107,6,c318101410003
A107,3,c318101410003
A103,2,c318101410003
C102,3,c318101510003
E104,7,c318101510003
C107,1,c318101510003
B103,3,c318101510003
B104,2,c318102010003
A104,2,c318102010003
A107,4,c318102010003
A105,7,c318102010003
E103,5,c318102110003
D103,4,c318102110003
D108,3,c318102110003
D104,9,c318102110003
A105,2,c318102710003
A102,3,c318102710003
A103,1,c318102710003
B106,4,c318102710003
C104,2,c318112010001
B101,1,c318112010001
A105,3,c318112010001
C102,3,c318112010001
B105,5,c318112710001
A108,4,c318112710001
A110,1,c318112710001
D108,2,c318112710001
A108,1,c318112810001
E102,3,c318112810001
B105,5,c318112810001
A105,4,c318112810001
E102,2,c318120510001
B104,3,c318120510001
A110,6,c318120510001
C103,4,c318120510001
B107,2,c318120610001
D108,3,c318120610001
E103,3,c318120610001
A110,4,c318120610001
E101,3,c318120710001
C103,5,c318120710001
E104,4,c318120710001
D103,2,c318120710001
C101,5,c318120810001
B105,2,c318120810001
C104,3,c318120810001
D102,3,c318120810001
C107,1,c318121510001
D107,3,c318121510001
E104,1,c318121510001
A104,7,c318121510001
A107,2,c318121610001
D105,1,c318121610001
A109,4,c318121610001
C107,3,c318121610001
A110,2,c318121910001
E102,4,c318121910001
E104,3,c318121910001
A105,6,c318121910001
C101,7,c319010310003
D106,5,c319010310003
C108,3,c319010310003
B105,6,c319010310003
B107,3,c319010710003
E102,2,c319010710003
A106,2,c319010710003
A103,3,c319010710003
D105,3,c319010810003
E105,1,c319010810003
E102,3,c319010810003
C104,1,c319010810003
A107,7,c319012210002
D105,2,c319012210002
E105,5,c319012210002
A104,2,c319012210002
B103,1,c319012310002
C102,4,c319012310002
E105,4,c319012310002
A104,2,c319012310002
A109,1,c319013010002
A101,2,c319013010002
D103,2,c319013010002
D101,3,c319013010002
B107,4,c319013110002
E102,2,c319013110002
E101,2,c319013110002
A103,1,c319013110002
C102,2,c319020110001
A105,3,c319020110001
A106,1,c319020110001
C106,4,c319020110001
C107,2,c319020510001
E103,4,c319020510001
C105,6,c319020510001
C108,3,c319020510001
D109,5,c319021110001
D107,2,c319021110001
A107,5,c319021110001
A103,7,c319021110001
C102,5,c319021210001
E104,4,c319021210001
C107,2,c319021210001
B103,3,c319021210001
B104,4,c319022010003
A104,5,c319022010003
A107,2,c319022010003
A105,7,c319022010003
E103,5,c319022110003
D103,4,c319022110003
D108,3,c319022110003
D104,7,c319022110003
B107,4,c319022610003
D108,5,c319022610003
E103,3,c319022610003
A110,2,c319022610003
E101,5,c319022710003
C103,5,c319022710003
E104,2,c319022710003
D103,8,c319022710003
C101,2,c319022810003
B105,3,c319022810003
C104,4,c319022810003
D102,3,c319022810003
C107,3,c319030610001
D107,7,c319030610001
E104,3,c319030610001
A104,2,c319030610001
A107,1,c319030710001
D105,1,c319030710001
A109,3,c319030710001
C107,3,c319030710001
A110,2,c319041010002
E102,4,c319041010002
E104,4,c319041010002
A105,4,c319041010002
C101,3,c319041110002
D106,2,c319041110002
C108,4,c319041110002
B105,5,c319041110002
B107,7,c319041410002
E102,6,c319041410002
A106,3,c319041410002
A103,2,c319041410002
D105,3,c319041910002
E105,7,c319041910002
E102,1,c319041910002
C104,3,c319041910002
A107,2,c319042010002
D105,2,c319042010002
E105,4,c319042010002
A104,7,c319042010002
B103,5,c319042110002
C102,4,c319042110002
E105,3,c319042110002
A104,9,c319042110002
A109,2,c319042210002
A101,3,c319042210002
D103,1,c319042210002
D101,4,c319042210002
B107,2,c319042910002
E102,1,c319042910002
E101,3,c319042910002
A103,3,c319042910002
C102,5,c319043010002
A105,4,c319043010002
A106,1,c319043010002
C106,2,c319043010002
C107,1,c319050910003
E103,3,c319050910003
C105,5,c319050910003
C108,4,c319050910003
D109,2,c417020110002
D107,3,c417020110002
A107,6,c417020110002
A103,4,c417020110002
C102,2,c417020310002
E104,3,c417020310002
C107,3,c417020310002
B103,4,c417020310002
B104,3,c417021210002
A104,5,c417021210002
A107,4,c417021210002
A105,2,c417021210002
E103,5,c417021310002
D103,2,c417021310002
D108,3,c417021310002
D104,3,c417021310002
A105,1,c417021610001
A102,3,c417021610001
A103,1,c417021610001
B106,7,c417021610001
C104,2,c417021910001
B101,1,c417021910001
A105,4,c417021910001
C102,3,c417021910001
B105,2,c417030410003
A108,4,c417030410003
A110,3,c417030410003
D108,6,c417030410003
A108,7,c417030610003
E102,5,c417030610003
B105,3,c417030610003
A105,6,c417030610003
E102,3,c417032110002
B104,2,c417032110002
A110,2,c417032110002
C103,3,c417032110002
B107,3,c417032210002
D108,1,c417032210002
E103,3,c417032210002
A110,1,c417032210002
E101,7,c417032710002
C103,2,c417032710002
E104,5,c417032710002
D103,2,c417032710002
C101,1,c417040110002
B105,4,c417040110002
C104,4,c417040110002
D102,2,c417040110002
C107,1,c417040510001
D107,2,c417040510001
E104,2,c417040510001
A104,3,c417040510001
A107,4,c417040710001
D105,2,c417040710001
A109,2,c417040710001
C107,1,c417040710001
A110,2,c417041410001
E102,3,c417041410001
E104,1,c417041410001
A105,4,c417041410001
C101,2,c417042110001
D106,4,c417042110001
C108,6,c417042110001
B105,3,c417042110001
B107,5,c417042210001
E102,2,c417042210001
A106,5,c417042210001
A103,7,c417042210001
D105,5,c417042910001
E105,4,c417042910001
E102,2,c417042910001
C104,3,c417042910001
A107,4,c417043010001
D105,5,c417043010001
E105,2,c417043010001
A104,7,c417043010001
B103,5,c417050410002
C102,4,c417050410002
E105,3,c417050410002
A104,7,c417050410002
A109,4,c417050410003
A101,5,c417050410003
D103,3,c417050410003
D101,2,c417050410003
B107,5,c417050510002
E102,5,c417050510002
E101,2,c417050510002
A103,8,c417050510002
C102,2,c417050510003
A105,3,c417050510003
A106,4,c417050510003
C106,3,c417050510003
C107,3,c417050910002
E103,7,c417050910002
C105,3,c417050910002
C108,2,c417050910002
D109,1,c417051510002
D107,1,c417051510002
A107,3,c417051510002
A103,3,c417051510002
C102,2,c417052510002
E104,4,c417052510002
C107,4,c417052510002
B103,4,c417052510002
B104,3,c417052610002
A104,2,c417052610002
A107,4,c417052610002
A105,5,c417052610002
E103,7,c417070710003
D103,6,c417070710003
D108,3,c417070710003
D104,2,c417070710003
B107,3,c417071210003
D108,7,c417071210003
E103,1,c417071210003
A110,3,c417071210003
E101,2,c417071810003
C103,2,c417071810003
E104,4,c417071810003
D103,7,c417071810003
C101,5,c417073010003
B105,4,c417073010003
C104,3,c417073010003
D102,9,c417073010003
C107,2,c417073110003
D107,3,c417073110003
E104,1,c417073110003
A104,4,c417073110003
A107,2,c417080910003
D105,1,c417080910003
A109,3,c417080910003
C107,3,c417080910003
A110,5,c417081010003
E102,4,c417081010003
E104,1,c417081010003
A105,2,c417081010003
C101,1,c417081610003
D106,3,c417081610003
C108,5,c417081610003
B105,4,c417081610003
B107,2,c417081710003
E102,3,c417081710003
A106,6,c417081710003
A103,4,c417081710003
D105,2,c417082210003
E105,3,c417082210003
E102,3,c417082210003
C104,4,c417082210003
A107,3,c417082310003
D105,5,c417082310003
E105,4,c417082310003
A104,2,c417082310003
B103,5,c417091710001
C102,2,c417091710001
E105,3,c417091710001
A104,3,c417091710001
A109,1,c417091810001
A101,5,c417091810001
D103,2,c417091810001
D101,1,c417091810001
B107,4,c417092110001
E102,4,c417092110001
E101,2,c417092110001
A103,1,c417092110001
C102,2,c417092810001
A105,2,c417092810001
A106,3,c417092810001
C106,4,c417092810001
C107,2,c417092910001
E103,2,c417092910001
C105,1,c417092910001
C108,2,c417092910001
D109,3,c417100910001
D107,1,c417100910001
A107,4,c417100910001
A103,2,c417100910001
C102,4,c417101010001
E104,6,c417101010001
C107,3,c417101010001
B103,5,c417101010001
B104,2,c417101510001
A104,5,c417101510001
A107,7,c417101510001
A105,5,c417101510001
E103,4,c417101610001
D103,2,c417101610001
D108,3,c417101610001
D104,4,c417101610001
A105,5,c417102210001
A102,2,c417102210001
A103,7,c417102210001
B106,5,c417102210001
C104,4,c417102310001
B101,3,c417102310001
A105,7,c417102310001
C102,4,c417102310001
B105,5,c417102610001
A108,3,c417102610001
A110,2,c417102610001
D108,5,c417102610001
A108,5,c417110210003
E102,2,c417110210003
B105,8,c417110210003
A105,2,c417110210003
E102,3,c417110310003
B104,4,c417110310003
A110,3,c417110310003
C103,3,c417110310003
B107,7,c417110610003
D108,3,c417110610003
E103,2,c417110610003
A110,1,c417110610003
E101,1,c417111310003
C103,3,c417111310003
E104,3,c417111310003
D103,2,c417111310003
C101,4,c417111410003
B105,4,c417111410003
C104,4,c417111410003
D102,3,c417111410003
C107,2,c417120110003
D107,4,c417120110003
E104,5,c417120110003
A104,7,c417120110003
A107,6,c417120710003
D105,3,c417120710003
A109,2,c417120710003
C107,3,c417120710003
A110,7,c417120810003
E102,1,c417120810003
E104,3,c417120810003
A105,2,c417120810003
C101,2,c417122010002
D106,4,c417122010002
C108,7,c417122010002
B105,5,c417122010002
B107,4,c417122410002
E102,3,c417122410002
A106,9,c417122410002
A103,2,c417122410002
D105,3,c417122410003
E105,1,c417122410003
E102,4,c417122410003
C104,2,c417122410003
A107,1,c417122510002
D105,3,c417122510002
E105,3,c417122510002
A104,5,c417122510002
B103,4,c417122910003
C102,1,c417122910003
E105,2,c417122910003
A104,1,c417122910003
A109,3,c417123010002
A101,5,c417123010002
D103,4,c417123010002
D101,2,c417123010002
B107,3,c417123010003
E102,6,c417123010003
E101,4,c417123010003
A103,2,c417123010003
C102,3,c417123110002
A105,3,c417123110002
A106,4,c417123110002
C106,3,c417123110002
C107,5,c417123110003
E103,4,c417123110003
C105,2,c417123110003
C108,5,c417123110003
D109,2,c418010110001
D107,3,c418010110001
A107,3,c418010110001
A103,1,c418010110001
C102,3,c418010810001
E104,1,c418010810001
C107,7,c418010810001
B103,2,c418010810001
B104,1,c418010910001
A104,4,c418010910001
A107,3,c418010910001
A105,2,c418010910001
E103,4,c418011210001
D103,3,c418011210001
D108,6,c418011210001
D104,7,c418011210001
B107,5,c418011610003
D108,3,c418011610003
E103,6,c418011610003
A110,3,c418011610003
E101,2,c418011710003
C103,2,c418011710003
E104,3,c418011710003
D103,3,c418011710003
C101,1,c418012010003
B105,3,c418012010003
C104,1,c418012010003
D102,7,c418012010003
C107,2,c418012510003
D107,1,c418012510003
E104,4,c418012510003
A104,3,c418012510003
A107,2,c418012610003
D105,4,c418012610003
A109,3,c418012610003
C107,6,c418012610003
A110,7,c418012710003
E102,2,c418012710003
E104,3,c418012710003
A105,3,c418012710003
C101,1,c418012810003
D106,3,c418012810003
C108,1,c418012810003
B105,7,c418012810003
B107,2,c418020410001
E102,1,c418020410001
A106,4,c418020410001
A103,3,c418020410001
D105,2,c418020510001
E105,4,c418020510001
E102,3,c418020510001
C104,6,c418020510001
A107,7,c418030910002
D105,5,c418030910002
E105,2,c418030910002
A104,1,c418030910002
B103,4,c418031310002
C102,4,c418031310002
E105,2,c418031310002
A104,1,c418031310002
A109,2,c418031910002
A101,2,c418031910002
D103,3,c418031910002
D101,4,c418031910002
B107,2,c418031910003
E102,2,c418031910003
E101,1,c418031910003
A103,2,c418031910003
C102,3,c418032010002
A105,1,c418032010002
A106,4,c418032010002
C106,2,c418032010002
C107,4,c418032010003
E103,6,c418032010003
C105,3,c418032010003
C108,5,c418032010003
D109,2,c418032610002
D107,5,c418032610002
A107,7,c418032610002
A103,5,c418032610002
C102,4,c418032710003
E104,2,c418032710003
C107,3,c418032710003
B103,4,c418032710003
B104,5,c418032810003
A104,2,c418032810003
A107,7,c418032810003
A105,5,c418032810003
E103,4,c418040310003
D103,3,c418040310003
D108,7,c418040310003
D104,4,c418040310003
A105,5,c418040410003
A102,3,c418040410003
A103,2,c418040410003
B106,5,c418040410003
C104,5,c418040710003
B101,2,c418040710003
A105,8,c418040710003
C102,2,c418040710003
B105,3,c418041110003
A108,4,c418041110003
A110,3,c418041110003
D108,3,c418041110003
A108,7,c418041710003
E102,3,c418041710003
B105,2,c418041710003
A105,1,c418041710003
E102,1,c418041810003
B104,3,c418041810003
A110,3,c418041810003
C103,2,c418041810003
B107,4,c418042410003
D108,4,c418042410003
E103,4,c418042410003
A110,3,c418042410003
E101,2,c418042510003
C103,4,c418042510003
E104,5,c418042510003
D103,7,c418042510003
C101,6,c418060710002
B105,3,c418060710002
C104,2,c418060710002
D102,3,c418060710002
C107,7,c418060810002
D107,1,c418060810002
E104,3,c418060810002
A104,2,c418060810002
A107,2,c418062610001
D105,4,c418062610001
A109,7,c418062610001
C107,5,c418062610001
A110,4,c418062710001
E102,3,c418062710001
E104,9,c418062710001
A105,2,c418062710001
C101,3,c418063010001
D106,1,c418063010001
